confidenceThreshold;tpr;fpr;accuracy;GPT_Model
0.4099999999999995;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.39999999999999947;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.38999999999999946;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.37999999999999945;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.36999999999999944;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.35999999999999943;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.3499999999999994;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.3399999999999994;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.3299999999999994;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.3199999999999994;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.3099999999999994;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.2999999999999994;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.28999999999999937;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.27999999999999936;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.26999999999999935;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.25999999999999934;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.24999999999999933;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.23999999999999932;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.22999999999999932;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.2199999999999993;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.2099999999999993;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.1999999999999993;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.18999999999999928;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.17999999999999927;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.16999999999999926;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.15999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.14999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.13999999999999924;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.12999999999999923;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.11999999999999923;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.10999999999999924;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.09999999999999924;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.08999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.07999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.06999999999999926;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.059999999999999255;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.04999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.03999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.02999999999999925;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.019999999999999248;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
0.009999999999999247;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
